response_id,user_id,response_date,score,user_segment,device,comment
126,10210,2024-01-19,9,free,ios,
127,5295,2024-03-05,8,free,ios,
128,10103,2024-01-07,9,free,web,
129,7871,2024-02-06,7,free,ios,Not sure I'll renew my Plus membership.
130,9694,2024-03-26,3,free,web,
131,1955,2024-03-15,6,free,ios,
132,1699,2024-03-17,3,free,web,
133,9206,2024-01-14,8,free,android,
134,4579,2024-02-14,10,free,web,Too many emails from NovaMart.
135,4837,2024-02-16,7,free,web,
136,6165,2024-01-11,10,free,ios,Easy to use website.
137,9774,2024-03-21,6,free,web,
138,529,2024-02-05,5,free,ios,Easy to use website.
139,1762,2024-01-28,7,free,android,
140,2326,2024-02-11,6,free,android,
141,7334,2024-03-13,8,free,ios,
142,10482,2024-02-21,6,free,ios,
143,2143,2024-01-10,8,free,web,Customer support was helpful.
144,2761,2024-01-20,9,free,web,
145,6660,2024-02-02,5,free,ios,
146,4648,2024-03-22,9,free,ios,
147,7858,2024-01-24,8,free,web,
148,4666,2024-02-13,5,free,ios,Easy to use website.
149,7242,2024-01-10,2,free,ios,Product didn't match description.
150,8532,2024-01-10,2,free,web,Product didn't match description.
151,8002,2024-03-25,9,free,android,
152,6499,2024-01-30,4,free,web,Product didn't match description.
153,4239,2024-01-15,7,free,ios,
154,1270,2024-02-27,5,free,web,
155,6118,2024-03-23,7,free,web,
156,2585,2024-01-26,0,free,android,
157,1925,2024-01-20,9,free,android,App keeps crashing.
158,6651,2024-03-14,9,free,web,
159,7328,2024-02-13,10,free,web,
160,4865,2024-02-10,8,free,web,
161,4070,2024-03-09,10,free,ios,Checkout process is confusing on mobile.
162,4551,2024-01-19,7,free,ios,
163,5105,2024-01-24,10,free,ios,Not sure I'll renew my Plus membership.
164,5620,2024-02-04,10,free,ios,"Great service, fast delivery!"
165,10275,2024-02-13,7,free,ios,
166,10385,2024-02-03,10,free,android,
167,3455,2024-02-26,9,free,android,Easy to use website.
168,4710,2024-03-04,6,free,ios,
169,6232,2024-03-16,10,free,ios,
170,8695,2024-02-16,6,free,ios,
171,441,2024-03-31,9,free,android,Need more payment options.
172,8913,2024-02-11,10,free,android,Love the product selection.
173,2640,2024-02-10,7,free,ios,Product didn't match description.
174,2882,2024-01-18,10,free,ios,
175,98,2024-03-06,5,free,android,Had trouble with payment.
176,1482,2024-01-23,8,free,android,
177,2845,2024-02-02,7,free,web,Delivery was on time.
178,8582,2024-01-09,8,free,web,
179,5528,2024-01-01,10,free,android,Customer support was helpful.
180,6325,2024-03-03,4,free,web,"Great service, fast delivery!"
181,615,2024-02-29,10,free,web,
182,6956,2024-02-29,9,free,ios,
183,1064,2024-01-24,9,free,web,
184,10423,2024-01-01,7,free,web,
185,732,2024-02-20,9,free,android,
186,4722,2024-01-15,1,free,ios,
187,7653,2024-01-24,10,free,web,
188,5651,2024-01-29,4,free,web,
189,2931,2024-02-13,8,free,android,
190,4593,2024-01-29,5,free,ios,
191,4054,2024-01-26,10,free,android,Return process was smooth.
192,1265,2024-01-11,8,free,android,
193,9419,2024-03-11,8,free,web,
194,6860,2024-02-23,9,free,android,
195,1455,2024-01-10,9,free,web,
196,7644,2024-02-04,6,free,web,
197,9980,2024-01-28,7,free,ios,
198,9139,2024-01-04,10,free,ios,Delivery was on time.
199,9877,2024-03-18,8,free,web,Found exactly what I needed.
200,5761,2024-02-29,9,free,ios,Not sure I'll renew my Plus membership.
201,1964,2024-01-02,10,free,ios,Easy to use website.
202,3587,2024-02-13,8,free,ios,Love the product selection.
203,775,2024-01-10,9,free,android,
204,5901,2024-03-17,10,free,web,Need more payment options.
205,768,2024-03-31,9,free,web,
206,10481,2024-02-20,10,free,android,
207,6233,2024-03-09,9,free,ios,Shipping was slow this time.
208,67,2024-01-23,6,free,web,
209,3314,2024-03-30,10,free,android,Delivery was on time.
210,7945,2024-01-20,9,free,web,
211,9214,2024-03-23,7,free,ios,
212,8933,2024-03-21,10,free,android,Great deals during sales.
213,2532,2024-02-07,7,free,web,
214,281,2024-01-26,7,free,ios,Great deals during sales.
215,8765,2024-01-18,6,free,ios,
216,9160,2024-02-15,8,free,ios,
217,7762,2024-02-17,5,free,ios,Membership is worth it.
218,5787,2024-01-13,10,free,android,
219,7223,2024-01-07,10,free,web,
220,9880,2024-02-09,9,free,android,Prices are reasonable.
221,6903,2024-03-27,9,free,ios,
222,9758,2024-02-29,7,free,android,
223,207,2024-01-26,9,free,web,
224,2433,2024-03-19,8,free,ios,Membership is worth it.
225,5950,2024-01-10,10,free,ios,
226,6948,2024-03-08,10,free,web,Love the product selection.
227,6244,2024-03-06,9,free,web,"Great service, fast delivery!"
228,5165,2024-03-25,8,free,ios,
229,4895,2024-03-29,9,free,web,
230,8815,2024-03-19,5,free,ios,
231,4051,2024-03-29,10,free,web,
232,4933,2024-01-20,9,free,web,
233,9924,2024-03-17,9,free,web,
234,9899,2024-01-30,6,free,android,Not sure I'll renew my Plus membership.
235,7311,2024-02-11,10,free,ios,
236,7729,2024-02-11,2,free,android,
237,6005,2024-01-13,6,free,web,Membership is worth it.
238,3395,2024-02-15,9,free,web,
239,6015,2024-03-17,7,free,ios,
240,5140,2024-01-03,6,free,ios,Membership is worth it.
241,5285,2024-03-24,7,free,web,
242,8197,2024-02-23,10,free,web,Delivery was on time.
243,10237,2024-01-12,5,free,web,Delivery was on time.
244,7327,2024-03-02,9,free,android,
245,9550,2024-02-11,10,free,web,
246,8278,2024-01-31,10,free,android,
247,4055,2024-02-23,9,free,web,
248,9611,2024-01-08,10,free,android,
249,7448,2024-01-31,4,free,android,"Great service, fast delivery!"
250,10379,2024-03-26,9,free,web,
251,9220,2024-03-27,9,free,ios,
252,9782,2024-03-18,8,free,android,
253,9904,2024-03-23,5,free,web,Customer support was helpful.
254,9407,2024-03-27,9,free,web,Would recommend to friends.
255,7849,2024-03-07,10,free,web,
256,5376,2024-02-05,10,free,android,
257,7517,2024-02-23,10,free,ios,
258,8569,2024-02-09,9,free,android,Return process was smooth.
259,6518,2024-01-17,6,free,web,
260,10004,2024-01-30,5,free,web,
261,3932,2024-03-25,10,free,android,
262,239,2024-03-31,7,free,ios,
263,947,2024-03-30,8,free,ios,
264,366,2024-01-20,8,free,ios,
265,9655,2024-03-01,8,free,android,
266,6222,2024-02-17,7,free,web,Great deals during sales.
267,5932,2024-02-14,4,free,android,
268,4252,2024-03-08,8,free,web,Checkout process is confusing on mobile.
269,2268,2024-01-11,10,free,android,Great deals during sales.
270,1742,2024-02-16,9,free,android,
271,3080,2024-01-06,9,free,ios,Product didn't match description.
272,8659,2024-02-27,6,free,ios,
273,10241,2024-03-30,8,free,ios,
274,3706,2024-03-22,5,free,web,
275,2116,2024-02-19,10,free,ios,Love the product selection.
276,3826,2024-03-06,9,free,ios,"Great service, fast delivery!"
277,1713,2024-01-17,9,free,ios,"Great service, fast delivery!"
278,9918,2024-02-23,10,free,web,
279,4548,2024-01-15,10,free,ios,Had trouble with payment.
280,7800,2024-03-03,9,free,web,
281,9364,2024-02-10,1,free,ios,App keeps crashing.
282,4194,2024-02-23,3,free,ios,
283,9586,2024-01-22,9,free,web,Checkout process is confusing on mobile.
284,849,2024-02-29,9,free,web,
285,6598,2024-01-19,9,free,ios,Too many emails from NovaMart.
286,5134,2024-03-30,7,free,android,
287,4828,2024-03-10,9,free,android,
288,2681,2024-01-19,5,free,web,
289,10269,2024-02-04,10,free,web,
290,5143,2024-03-17,10,free,android,
291,3915,2024-01-25,10,free,web,
292,3864,2024-02-13,10,free,android,
293,6422,2024-03-28,9,free,ios,
294,10067,2024-03-09,10,free,ios,
295,7143,2024-03-06,9,free,web,
296,7076,2024-02-19,7,free,android,"Great service, fast delivery!"
297,2340,2024-03-12,6,free,ios,
298,4852,2024-03-24,4,free,ios,
299,6979,2024-03-03,10,free,web,
300,6976,2024-02-17,10,free,web,
301,9209,2024-02-24,9,free,android,
302,4393,2024-02-06,9,free,ios,
303,1519,2024-03-24,8,free,web,App keeps crashing.
304,1623,2024-03-08,7,free,web,
305,573,2024-01-29,7,free,web,
306,1149,2024-02-07,6,free,web,"Great service, fast delivery!"
307,2877,2024-02-27,9,free,web,Customer support was helpful.
308,5169,2024-03-20,6,free,ios,Not sure I'll renew my Plus membership.
309,1390,2024-03-11,7,free,ios,
310,4362,2024-03-06,7,free,android,
311,5112,2024-02-25,9,free,android,
312,962,2024-02-13,6,free,web,Product quality could be better.
313,774,2024-01-06,9,free,web,
314,2191,2024-01-17,9,free,android,
315,10404,2024-01-12,9,free,ios,
316,7840,2024-03-11,9,free,web,Need more payment options.
317,8514,2024-02-25,3,free,ios,Need more payment options.
318,1329,2024-03-07,7,free,android,Product quality could be better.
319,5383,2024-01-04,8,free,web,Love the product selection.
320,4809,2024-02-20,9,free,android,
321,9250,2024-02-06,5,free,android,
322,5226,2024-03-16,10,free,android,
323,4899,2024-02-03,10,free,web,
324,7826,2024-02-24,7,free,android,Prices are reasonable.
325,550,2024-03-10,6,free,ios,
326,6636,2024-01-12,8,free,android,
327,5771,2024-03-20,8,free,ios,
328,2688,2024-02-12,7,free,web,
329,9369,2024-01-12,10,free,android,Membership is worth it.
330,1744,2024-01-19,10,free,web,
331,609,2024-01-24,9,free,web,
332,9794,2024-02-18,10,free,web,
333,8625,2024-01-10,10,free,web,
334,1767,2024-02-13,6,free,android,
335,1963,2024-01-12,5,free,ios,
336,3001,2024-02-07,5,free,ios,Found exactly what I needed.
337,642,2024-02-04,1,free,web,Easy to use website.
338,64,2024-01-30,5,free,android,
339,3832,2024-03-09,7,free,android,Need more payment options.
340,2352,2024-03-19,6,free,android,
341,7863,2024-03-14,9,free,android,
342,1187,2024-01-20,10,free,web,Found exactly what I needed.
343,2479,2024-03-05,8,free,web,
344,3083,2024-01-19,9,free,android,
345,803,2024-01-07,6,free,ios,
346,2736,2024-01-28,7,free,android,
347,3044,2024-02-05,9,free,web,App keeps crashing.
348,3957,2024-03-23,9,free,ios,
349,8065,2024-02-01,5,free,web,Shipping was slow this time.
350,10040,2024-03-06,9,free,web,
351,4006,2024-02-02,7,free,android,
352,8697,2024-02-05,9,free,ios,
353,5804,2024-01-06,7,free,web,
354,1499,2024-03-06,9,free,web,
355,8074,2024-01-10,9,free,web,
356,2499,2024-01-30,10,free,ios,Membership is worth it.
357,2650,2024-02-03,5,free,web,Checkout process is confusing on mobile.
358,4310,2024-03-25,7,free,ios,
359,4317,2024-01-25,8,free,ios,
360,1616,2024-02-20,6,free,web,
361,3955,2024-02-05,7,free,web,
362,7472,2024-01-15,6,free,ios,
363,4037,2024-03-24,8,free,web,
364,4909,2024-03-14,7,free,web,
365,8230,2024-02-23,8,free,android,
366,5110,2024-01-15,9,free,ios,
367,9734,2024-02-07,8,free,ios,Prices are reasonable.
368,10162,2024-01-11,10,free,web,
369,5681,2024-01-11,10,free,web,App keeps crashing.
370,5084,2024-01-02,10,free,web,Shipping was slow this time.
371,4864,2024-03-07,5,free,web,
372,3422,2024-03-01,6,free,web,Great deals during sales.
373,1239,2024-03-12,8,free,android,
374,3138,2024-01-25,5,free,android,
375,616,2024-03-16,6,free,android,Love the product selection.
376,6796,2024-02-04,8,free,ios,Need more payment options.
377,5719,2024-02-06,4,free,android,
378,5813,2024-02-10,10,free,android,
379,9457,2024-02-12,6,free,web,Delivery was on time.
380,4770,2024-01-01,7,free,ios,
381,6162,2024-03-21,5,free,ios,Would recommend to friends.
382,2706,2024-01-19,10,free,ios,App keeps crashing.
383,8225,2024-03-02,9,free,android,
384,8279,2024-02-20,5,free,ios,Return process was smooth.
385,4788,2024-02-09,9,free,web,Found exactly what I needed.
386,5753,2024-03-12,9,free,ios,Customer support was helpful.
387,2600,2024-03-06,8,free,web,
388,652,2024-01-05,7,free,ios,
389,1186,2024-02-03,8,free,web,Need more payment options.
390,3192,2024-03-28,9,free,ios,
391,5656,2024-02-05,10,free,ios,
392,4285,2024-02-11,9,free,android,
393,5726,2024-03-30,9,free,web,
394,933,2024-01-10,8,free,ios,Return process was smooth.
395,3304,2024-02-28,7,free,ios,Need more payment options.
396,3415,2024-03-12,7,free,web,
397,3977,2024-02-07,10,free,android,
398,9912,2024-03-12,10,free,ios,
399,6554,2024-03-15,7,free,web,
400,7269,2024-02-27,10,free,web,
401,2325,2024-02-14,10,free,ios,Too many emails from NovaMart.
402,4627,2024-03-30,10,free,android,
403,3084,2024-02-19,9,free,web,
404,4404,2024-01-13,9,free,web,Prices are reasonable.
405,7484,2024-02-16,9,free,ios,Checkout process is confusing on mobile.
406,2498,2024-01-17,9,free,ios,Need more payment options.
407,4471,2024-01-27,7,free,web,
408,5262,2024-03-17,7,free,web,
409,9383,2024-01-29,8,free,web,
410,1806,2024-03-31,9,free,ios,
411,4290,2024-03-17,10,free,ios,
412,4655,2024-02-25,7,free,ios,
413,4122,2024-01-14,10,free,web,
414,10007,2024-02-01,10,free,web,
415,2344,2024-02-24,10,free,ios,Found exactly what I needed.
416,9719,2024-02-15,5,free,web,
417,9690,2024-03-10,10,free,web,
418,6605,2024-03-08,7,free,android,
419,7003,2024-03-13,7,free,web,
420,4889,2024-01-01,9,free,ios,
421,7309,2024-01-02,5,free,ios,Shipping was slow this time.
422,4921,2024-03-04,7,free,ios,
423,1171,2024-03-21,8,free,web,
424,7661,2024-01-17,7,free,android,
425,757,2024-01-30,9,free,ios,
426,8058,2024-02-01,10,free,ios,
427,807,2024-03-12,7,free,android,
428,7774,2024-01-26,9,free,ios,
429,8113,2024-01-23,9,free,ios,
430,2381,2024-01-16,8,free,android,
431,6028,2024-02-21,7,free,web,
432,6695,2024-02-26,3,free,android,
433,3172,2024-03-06,5,free,android,
434,7923,2024-03-24,10,free,web,
435,8457,2024-03-20,7,free,android,
436,1715,2024-02-12,7,free,android,
437,5305,2024-03-23,8,free,android,
438,1331,2024-03-06,8,free,ios,App keeps crashing.
439,1357,2024-01-18,9,free,web,
440,1073,2024-01-08,10,free,web,Delivery was on time.
441,2849,2024-01-23,10,free,android,Not sure I'll renew my Plus membership.
442,1583,2024-01-17,1,free,web,
443,4503,2024-01-04,9,free,web,Love the product selection.
444,5933,2024-01-22,7,free,ios,Customer support was helpful.
445,5780,2024-01-25,9,free,ios,
446,6541,2024-02-09,6,free,web,
447,3765,2024-02-11,9,free,ios,
448,5431,2024-03-21,6,free,web,
449,5395,2024-01-02,10,free,web,
450,87,2024-03-14,9,free,ios,Delivery was on time.
451,10408,2024-03-08,6,free,ios,Shipping was slow this time.
452,6412,2024-02-12,10,free,android,
453,6815,2024-03-08,6,free,web,
454,7940,2024-03-25,8,free,ios,
455,576,2024-02-20,9,free,web,
456,7153,2024-01-05,10,free,android,
457,3794,2024-01-21,10,free,ios,
458,703,2024-03-27,8,free,ios,Great deals during sales.
459,4056,2024-02-09,10,free,web,
460,6452,2024-02-12,8,free,ios,
461,9204,2024-03-29,7,free,ios,Membership is worth it.
462,2783,2024-01-22,7,free,web,
463,3024,2024-01-06,10,free,ios,
464,682,2024-01-16,7,free,web,
465,9945,2024-01-24,10,free,android,Shipping was slow this time.
466,1819,2024-03-26,10,free,web,Need more payment options.
467,4898,2024-02-13,10,free,ios,
468,9805,2024-03-31,4,free,android,
469,6186,2024-01-06,7,free,web,
470,899,2024-03-16,10,free,web,
471,1830,2024-03-20,8,free,android,Membership is worth it.
472,5332,2024-03-07,6,free,ios,Found exactly what I needed.
473,4064,2024-03-22,10,free,ios,
474,5158,2024-01-29,10,free,android,
475,34,2024-02-29,9,free,web,
476,8639,2024-02-24,6,free,ios,Return process was smooth.
477,9907,2024-01-30,3,free,ios,
478,5130,2024-02-20,9,free,android,
479,2276,2024-02-14,8,free,ios,Love the product selection.
480,3872,2024-03-14,4,free,ios,Checkout process is confusing on mobile.
481,706,2024-03-21,4,free,android,
482,8129,2024-01-31,5,free,web,Return process was smooth.
483,5485,2024-03-27,9,free,android,
484,7998,2024-01-21,10,free,web,Product quality could be better.
485,6959,2024-01-25,8,free,web,
486,4312,2024-03-18,6,free,web,
487,7145,2024-02-27,6,free,ios,Great deals during sales.
488,2728,2024-01-22,7,free,ios,
489,888,2024-03-07,7,free,ios,
490,9502,2024-01-05,10,free,android,Not sure I'll renew my Plus membership.
491,7700,2024-01-08,9,free,web,
492,4287,2024-02-25,10,free,ios,
493,3950,2024-03-20,10,free,ios,Would recommend to friends.
494,1792,2024-01-05,6,free,android,
495,6777,2024-03-31,9,free,ios,
496,9905,2024-03-05,6,free,ios,
497,674,2024-01-06,6,free,android,
498,6085,2024-03-16,10,free,web,Product didn't match description.
499,9968,2024-03-21,9,free,ios,
500,7137,2024-01-31,10,free,ios,
501,1677,2024-01-20,9,free,android,Not sure I'll renew my Plus membership.
502,8658,2024-01-22,6,free,ios,
503,2579,2024-03-23,8,free,ios,
504,7766,2024-02-08,6,free,android,
505,10444,2024-02-16,5,free,android,Great deals during sales.
506,3953,2024-01-17,6,free,ios,Great deals during sales.
507,4679,2024-02-28,9,free,ios,
508,5819,2024-01-07,10,free,web,App keeps crashing.
509,8466,2024-02-03,9,free,web,
510,6495,2024-01-07,8,free,android,Delivery was on time.
511,6793,2024-02-04,9,free,android,
512,3514,2024-02-24,10,free,ios,
513,5704,2024-01-22,10,free,ios,
514,5074,2024-01-22,5,free,ios,
515,6074,2024-01-09,10,free,ios,Product quality could be better.
516,4995,2024-03-07,8,free,web,
517,10473,2024-01-19,7,free,web,Prices are reasonable.
518,6665,2024-02-09,10,free,ios,
519,6019,2024-03-30,9,free,web,
520,3742,2024-03-23,9,free,web,
521,50,2024-03-07,9,free,web,
522,2717,2024-02-22,10,free,ios,
523,9543,2024-03-16,8,free,ios,
524,9178,2024-02-29,8,free,ios,
525,1074,2024-02-05,8,free,ios,
526,4435,2024-02-03,3,free,ios,
527,3268,2024-01-06,8,free,web,Found exactly what I needed.
528,2590,2024-03-10,3,free,web,Love the product selection.
529,8705,2024-03-25,10,free,web,
530,4322,2024-01-13,9,free,ios,
531,8818,2024-02-04,10,free,android,Membership is worth it.
532,1216,2024-01-27,10,free,web,
533,3475,2024-03-23,10,free,web,
534,9039,2024-03-24,7,free,ios,Not sure I'll renew my Plus membership.
535,6324,2024-03-25,10,free,web,
536,2452,2024-02-08,8,free,android,
537,4590,2024-01-15,8,free,android,Would recommend to friends.
538,6925,2024-03-19,7,free,ios,
539,794,2024-01-16,5,free,ios,
540,3733,2024-03-27,5,free,android,
541,8925,2024-03-31,9,free,ios,"Great service, fast delivery!"
542,9271,2024-02-27,10,free,android,
543,1467,2024-02-01,8,free,web,
544,4923,2024-03-18,10,free,web,
545,1154,2024-01-13,9,free,ios,
546,8974,2024-03-15,10,free,web,
547,5967,2024-01-10,7,free,web,
548,7533,2024-03-20,5,free,web,
549,5480,2024-02-12,10,free,android,
550,4609,2024-02-11,6,free,ios,"Great service, fast delivery!"
551,8626,2024-02-03,6,free,web,
552,1707,2024-01-11,4,free,ios,
553,2544,2024-01-24,9,free,ios,Great deals during sales.
554,7963,2024-02-29,9,free,web,Great deals during sales.
555,526,2024-02-24,6,free,android,
556,2886,2024-01-07,10,free,web,
557,7776,2024-01-31,6,free,ios,Would recommend to friends.
558,8966,2024-01-25,6,free,android,
559,4733,2024-03-07,10,free,ios,"Great service, fast delivery!"
560,7305,2024-03-18,9,free,ios,
561,10098,2024-01-10,5,free,ios,Not sure I'll renew my Plus membership.
562,6995,2024-02-20,8,free,ios,
563,134,2024-01-22,7,free,web,
564,9321,2024-02-26,6,free,android,"Great service, fast delivery!"
565,1711,2024-02-29,10,free,web,
566,675,2024-02-03,10,free,ios,
567,7956,2024-03-23,10,free,android,Too many emails from NovaMart.
568,9500,2024-02-03,10,free,android,
569,8516,2024-02-12,6,free,ios,
570,4932,2024-01-19,10,free,ios,
571,7605,2024-03-01,10,free,android,
572,3232,2024-03-04,5,free,web,
573,8453,2024-02-28,7,free,web,
574,6622,2024-01-23,10,free,web,
575,9447,2024-03-21,10,free,web,
576,9785,2024-02-19,7,free,web,
577,1157,2024-03-09,10,free,ios,
578,4075,2024-03-14,5,free,web,
579,8482,2024-01-01,9,free,web,Product quality could be better.
580,9681,2024-02-25,9,free,ios,Product didn't match description.
581,2716,2024-01-04,6,free,web,Had trouble with payment.
582,4207,2024-01-20,10,free,android,
583,6612,2024-01-25,7,free,android,
584,1504,2024-03-25,8,free,ios,
585,5401,2024-03-31,6,free,web,
586,8038,2024-02-12,10,free,ios,Love the product selection.
587,3506,2024-01-09,10,free,ios,Need more payment options.
588,522,2024-03-30,8,free,ios,Had trouble with payment.
589,997,2024-01-21,6,free,web,
590,2155,2024-02-10,8,free,ios,
591,7095,2024-01-29,7,free,web,App keeps crashing.
592,55,2024-03-25,6,free,ios,
593,6114,2024-02-10,9,free,web,
594,7875,2024-03-22,5,free,android,Product quality could be better.
595,1694,2024-02-02,6,free,android,
596,6046,2024-02-24,8,free,ios,Not sure I'll renew my Plus membership.
597,185,2024-02-09,10,free,ios,
598,2842,2024-01-05,10,free,android,Easy to use website.
599,5611,2024-01-26,9,free,web,App keeps crashing.
600,9296,2024-01-22,5,free,ios,
601,7381,2024-01-24,6,free,ios,
602,6529,2024-03-22,10,free,ios,
603,1525,2024-01-30,10,free,ios,
604,8761,2024-03-29,7,free,web,
605,2323,2024-03-11,4,free,web,
606,2831,2024-02-05,10,free,web,
607,4034,2024-03-22,8,free,web,Membership is worth it.
608,1580,2024-02-07,10,free,ios,
609,7728,2024-02-24,9,free,web,Not sure I'll renew my Plus membership.
610,6563,2024-01-22,9,free,web,
611,7107,2024-01-20,9,free,web,Product didn't match description.
612,8738,2024-01-21,7,free,web,
613,10157,2024-03-05,10,free,android,
614,10248,2024-02-29,10,free,android,
615,2120,2024-02-20,9,free,android,
616,1919,2024-02-19,7,free,ios,
617,1696,2024-03-29,10,free,web,
618,2358,2024-01-16,8,free,android,
619,3487,2024-01-28,9,free,ios,
620,6181,2024-02-19,9,free,android,Not sure I'll renew my Plus membership.
621,3976,2024-03-12,7,free,ios,
622,289,2024-02-26,10,free,ios,
623,1790,2024-03-24,3,free,web,
624,3372,2024-02-12,8,free,ios,
625,10279,2024-03-12,10,free,android,
626,1106,2024-02-24,10,free,android,
627,8104,2024-01-15,9,free,ios,Had trouble with payment.
