membership_id,user_id,plan_type,started_at,ended_at,status,cancel_reason,is_current
152,1258,plus_trial,2024-01-22 05:49:09,2024-02-05 05:49:09,converted,,False
153,1258,plus_annual,2024-11-01 05:49:09,2024-11-10 05:49:09,cancelled,price,False
154,1260,plus_trial,2024-01-27 17:27:56,2024-02-10 17:27:56,converted,,False
155,1260,plus_monthly,2024-12-06 17:27:56,,active,,True
156,1262,plus_trial,2024-01-17 16:13:41,2024-01-31 16:13:41,expired,,False
157,1281,plus_trial,2024-02-02 05:43:44,2024-02-16 05:43:44,converted,,False
158,1281,plus_monthly,2024-08-14 05:43:44,2024-09-09 05:43:44,cancelled,other,False
159,1284,plus_trial,2024-01-15 20:38:53,2024-01-29 20:38:53,expired,,False
160,1290,plus_trial,2024-01-31 16:06:01,2024-02-14 16:06:01,expired,,False
161,1300,plus_trial,2024-02-06 11:01:28,2024-02-20 11:01:28,converted,,False
162,1300,plus_monthly,2024-12-16 11:01:28,,active,,True
163,1301,plus_trial,2024-01-19 14:27:23,2024-02-02 14:27:23,expired,,False
164,1310,plus_trial,2024-01-18 00:03:23,2024-02-01 00:03:23,expired,,False
165,1314,plus_trial,2024-02-03 14:42:36,2024-02-17 14:42:36,expired,,False
166,1319,plus_trial,2024-01-14 02:14:53,2024-01-28 02:14:53,converted,,False
167,1319,plus_monthly,2024-12-23 02:14:53,,active,,True
168,1338,plus_trial,2024-01-15 09:31:07,2024-01-29 09:31:07,converted,,False
169,1338,plus_annual,2024-12-24 09:31:07,,active,,True
170,1361,plus_trial,2024-01-25 06:52:59,2024-02-08 06:52:59,expired,,False
171,1367,plus_trial,2024-02-07 20:33:59,2024-02-21 20:33:59,converted,,False
172,1367,plus_annual,2024-12-17 20:33:59,,active,,True
173,1382,plus_trial,2024-02-12 20:53:35,2024-02-26 20:53:35,expired,,False
174,1394,plus_trial,2024-01-31 17:09:24,2024-02-14 17:09:24,converted,,False
175,1394,plus_monthly,2024-12-10 17:09:24,,active,,True
176,1398,plus_trial,2024-02-01 13:44:24,2024-02-15 13:44:24,converted,,False
177,1398,plus_monthly,2024-12-11 13:44:24,,active,,True
178,1399,plus_trial,2024-01-14 17:28:55,2024-01-28 17:28:55,converted,,False
179,1399,plus_annual,2024-12-23 17:28:55,,active,,True
180,1416,plus_trial,2024-01-16 17:44:23,2024-01-30 17:44:23,expired,,False
181,1418,plus_trial,2024-02-08 13:37:23,2024-02-22 13:37:23,converted,,False
182,1418,plus_monthly,2024-03-23 13:37:23,2024-04-10 13:37:23,cancelled,price,False
183,1427,plus_trial,2024-02-01 16:27:44,2024-02-15 16:27:44,expired,,False
184,1470,plus_trial,2024-02-08 16:03:03,2024-02-22 16:03:03,expired,,False
185,1481,plus_trial,2024-01-16 20:36:19,2024-01-30 20:36:19,expired,,False
186,1491,plus_trial,2024-01-16 18:37:02,2024-01-30 18:37:02,converted,,False
187,1491,plus_annual,2024-12-25 18:37:02,2024-12-31 00:00:00,cancelled,other,False
188,1506,plus_trial,2024-01-25 20:49:00,2024-02-08 20:49:00,converted,,False
189,1506,plus_monthly,2024-09-05 20:49:00,2024-09-19 20:49:00,cancelled,other,False
190,1508,plus_trial,2024-01-20 03:05:07,2024-02-03 03:05:07,converted,,False
191,1508,plus_annual,2024-02-03 03:05:07,2024-02-13 03:05:07,cancelled,competitor,False
192,1509,plus_trial,2024-01-17 12:59:59,2024-01-31 12:59:59,converted,,False
193,1509,plus_annual,2024-03-01 12:59:59,2024-03-06 12:59:59,cancelled,other,False
194,1513,plus_trial,2024-01-23 04:02:33,2024-02-06 04:02:33,converted,,False
195,1513,plus_annual,2024-12-02 04:02:33,,active,,True
196,1522,plus_trial,2024-02-12 15:32:25,2024-02-26 15:32:25,expired,,False
197,1535,plus_trial,2024-01-31 07:02:34,2024-02-14 07:02:34,expired,,False
198,1538,plus_trial,2024-02-10 21:05:10,2024-02-24 21:05:10,expired,,False
199,1567,plus_trial,2024-02-14 21:31:59,2024-02-28 21:31:59,expired,,False
200,1588,plus_trial,2024-01-19 19:27:53,2024-02-02 19:27:53,expired,,False
201,1592,plus_trial,2024-02-01 19:31:23,2024-02-15 19:31:23,expired,,False
202,1594,plus_trial,2024-01-26 21:16:12,2024-02-09 21:16:12,expired,,False
203,1617,plus_trial,2024-01-24 14:56:13,2024-02-07 14:56:13,converted,,False
204,1617,plus_annual,2024-12-03 14:56:13,,active,,True
205,1618,plus_trial,2024-01-24 04:45:42,2024-02-07 04:45:42,expired,,False
206,1626,plus_trial,2024-02-06 19:24:08,2024-02-20 19:24:08,expired,,False
207,1630,plus_trial,2024-01-23 14:37:26,2024-02-06 14:37:26,converted,,False
208,1630,plus_monthly,2024-12-02 14:37:26,,active,,True
209,1632,plus_trial,2024-01-25 15:36:39,2024-02-08 15:36:39,expired,,False
210,1675,plus_trial,2024-02-03 02:46:44,2024-02-17 02:46:44,expired,,False
211,1683,plus_trial,2024-02-05 17:19:54,2024-02-19 17:19:54,converted,,False
212,1683,plus_monthly,2024-12-15 17:19:54,,active,,True
213,1684,plus_trial,2024-01-18 11:07:35,2024-02-01 11:07:35,expired,,False
214,1708,plus_trial,2024-01-24 19:53:51,2024-02-07 19:53:51,converted,,False
215,1708,plus_annual,2024-12-03 19:53:51,,active,,True
216,1758,plus_trial,2024-02-12 02:07:02,2024-02-26 02:07:02,converted,,False
217,1758,plus_annual,2024-12-22 02:07:02,,active,,True
218,1762,plus_trial,2024-02-05 13:20:38,2024-02-19 13:20:38,expired,,False
219,1775,plus_trial,2024-01-20 00:37:38,2024-02-03 00:37:38,expired,,False
220,1801,plus_trial,2024-01-23 10:05:36,2024-02-06 10:05:36,converted,,False
221,1801,plus_monthly,2024-12-02 10:05:36,,active,,True
222,1818,plus_trial,2024-01-27 06:42:44,2024-02-10 06:42:44,converted,,False
223,1818,plus_monthly,2024-03-11 06:42:44,2024-03-24 06:42:44,cancelled,not_using,False
224,1829,plus_trial,2024-01-30 01:44:27,2024-02-13 01:44:27,expired,,False
225,1832,plus_trial,2024-01-31 05:56:07,2024-02-14 05:56:07,expired,,False
226,1862,plus_trial,2024-02-04 14:16:20,2024-02-18 14:16:20,expired,,False
227,1873,plus_trial,2024-02-14 13:10:47,2024-02-28 13:10:47,converted,,False
228,1873,plus_monthly,2024-12-24 13:10:47,,active,,True
229,1878,plus_trial,2024-02-01 01:01:09,2024-02-15 01:01:09,expired,,False
230,1894,plus_trial,2024-01-30 14:59:12,2024-02-13 14:59:12,expired,,False
231,1898,plus_trial,2024-02-07 09:10:05,2024-02-21 09:10:05,expired,,False
232,1899,plus_trial,2024-01-25 21:46:55,2024-02-08 21:46:55,expired,,False
233,1902,plus_trial,2024-02-13 16:22:21,2024-02-27 16:22:21,expired,,False
234,1907,plus_trial,2024-02-06 06:00:16,2024-02-20 06:00:16,expired,,False
235,1910,plus_trial,2024-02-11 21:05:22,2024-02-25 21:05:22,expired,,False
236,1951,plus_trial,2024-01-24 15:17:33,2024-02-07 15:17:33,expired,,False
237,1952,plus_trial,2024-01-30 18:46:49,2024-02-13 18:46:49,expired,,False
238,1971,plus_trial,2024-01-20 05:38:25,2024-02-03 05:38:25,expired,,False
239,1999,plus_trial,2024-02-16 16:00:26,2024-03-01 16:00:26,converted,,False
240,1999,plus_monthly,2024-04-30 16:00:26,2024-05-05 16:00:26,cancelled,not_using,False
241,2008,plus_trial,2024-02-02 01:03:38,2024-02-16 01:03:38,expired,,False
242,2010,plus_trial,2024-01-21 04:37:05,2024-02-04 04:37:05,expired,,False
243,2021,plus_trial,2024-02-17 08:30:37,2024-03-02 08:30:37,expired,,False
244,2024,plus_trial,2024-01-29 21:28:37,2024-02-12 21:28:37,converted,,False
245,2024,plus_annual,2024-12-08 21:28:37,,active,,True
246,2035,plus_trial,2024-01-30 23:54:16,2024-02-13 23:54:16,expired,,False
247,2038,plus_trial,2024-02-09 22:20:10,2024-02-23 22:20:10,converted,,False
248,2038,plus_annual,2024-12-19 22:20:10,,active,,True
249,2041,plus_trial,2024-02-02 13:14:03,2024-02-16 13:14:03,converted,,False
250,2041,plus_monthly,2024-12-12 13:14:03,,active,,True
251,2044,plus_trial,2024-01-28 02:04:13,2024-02-11 02:04:13,expired,,False
252,2053,plus_trial,2024-02-16 03:02:29,2024-03-01 03:02:29,converted,,False
253,2053,plus_monthly,2024-12-26 03:02:29,,active,,True
254,2079,plus_trial,2024-02-04 22:36:31,2024-02-18 22:36:31,expired,,False
255,2107,plus_trial,2024-02-10 12:52:25,2024-02-24 12:52:25,converted,,False
256,2107,plus_monthly,2024-03-25 12:52:25,2024-03-28 12:52:25,cancelled,price,False
257,2124,plus_trial,2024-01-26 18:34:33,2024-02-09 18:34:33,expired,,False
258,2144,plus_trial,2024-01-29 20:56:14,2024-02-12 20:56:14,converted,,False
259,2144,plus_annual,2024-12-08 20:56:14,,active,,True
260,2146,plus_trial,2024-01-30 18:30:52,2024-02-13 18:30:52,expired,,False
261,2149,plus_trial,2024-02-01 03:07:27,2024-02-15 03:07:27,expired,,False
262,2152,plus_trial,2024-01-27 18:42:16,2024-02-10 18:42:16,expired,,False
263,2163,plus_trial,2024-01-22 16:04:57,2024-02-05 16:04:57,converted,,False
264,2163,plus_annual,2024-12-01 16:04:57,,active,,True
265,2190,plus_trial,2024-02-09 01:26:59,2024-02-23 01:26:59,expired,,False
266,2206,plus_trial,2024-02-14 02:41:39,2024-02-28 02:41:39,expired,,False
267,2219,plus_trial,2024-02-03 18:55:45,2024-02-17 18:55:45,converted,,False
268,2219,plus_monthly,2024-03-18 18:55:45,2024-03-28 18:55:45,cancelled,price,False
269,2234,plus_trial,2024-02-17 07:17:11,2024-03-02 07:17:11,expired,,False
270,2257,plus_trial,2024-02-16 17:38:36,2024-03-01 17:38:36,expired,,False
271,2259,plus_trial,2024-02-11 10:07:05,2024-02-25 10:07:05,expired,,False
272,2301,plus_trial,2024-02-14 23:44:27,2024-02-28 23:44:27,expired,,False
273,2307,plus_trial,2024-02-14 06:52:11,2024-02-28 06:52:11,expired,,False
274,2309,plus_trial,2024-02-07 13:59:22,2024-02-21 13:59:22,converted,,False
275,2309,plus_annual,2024-09-18 13:59:22,2024-09-29 13:59:22,cancelled,competitor,False
276,2317,plus_trial,2024-02-04 23:22:54,2024-02-18 23:22:54,expired,,False
277,2339,plus_trial,2024-02-10 06:38:50,2024-02-24 06:38:50,expired,,False
278,2342,plus_trial,2024-02-09 06:45:43,2024-02-23 06:45:43,converted,,False
279,2342,plus_annual,2024-12-19 06:45:43,,active,,True
280,2347,plus_trial,2024-02-17 16:40:17,2024-03-02 16:40:17,expired,,False
281,2368,plus_trial,2024-02-10 14:35:21,2024-02-24 14:35:21,expired,,False
282,2388,plus_trial,2024-01-26 07:26:27,2024-02-09 07:26:27,converted,,False
283,2388,plus_monthly,2024-12-05 07:26:27,,active,,True
284,2390,plus_trial,2024-01-29 00:58:43,2024-02-12 00:58:43,converted,,False
285,2390,plus_monthly,2024-08-10 00:58:43,2024-09-02 00:58:43,cancelled,not_using,False
286,2405,plus_trial,2024-01-25 02:36:49,2024-02-08 02:36:49,converted,,False
287,2405,plus_annual,2024-12-04 02:36:49,,active,,True
288,2406,plus_trial,2024-02-12 13:58:46,2024-02-26 13:58:46,expired,,False
289,2411,plus_trial,2024-01-30 08:55:02,2024-02-13 08:55:02,expired,,False
290,2457,plus_trial,2024-02-16 22:23:38,2024-03-01 22:23:38,expired,,False
291,2460,plus_trial,2024-02-11 19:10:10,2024-02-25 19:10:10,converted,,False
292,2460,plus_monthly,2024-11-21 19:10:10,2024-12-12 19:10:10,cancelled,competitor,False
293,2462,plus_trial,2024-01-25 08:39:45,2024-02-08 08:39:45,converted,,False
294,2462,plus_monthly,2024-12-04 08:39:45,,active,,True
295,2463,plus_trial,2024-02-01 11:10:51,2024-02-15 11:10:51,expired,,False
296,2467,plus_trial,2024-02-14 15:23:35,2024-02-28 15:23:35,expired,,False
297,2471,plus_trial,2024-02-18 02:14:52,2024-03-03 02:14:52,converted,,False
298,2471,plus_monthly,2024-04-02 02:14:52,2024-04-14 02:14:52,cancelled,not_using,False
299,2483,plus_trial,2024-02-13 09:03:49,2024-02-27 09:03:49,converted,,False
300,2483,plus_annual,2024-12-23 09:03:49,,active,,True
301,2484,plus_trial,2024-02-11 13:54:38,2024-02-25 13:54:38,converted,,False
302,2484,plus_monthly,2024-07-24 13:54:38,2024-07-25 13:54:38,cancelled,other,False
303,2522,plus_trial,2024-01-28 20:39:04,2024-02-11 20:39:04,expired,,False
304,2529,plus_trial,2024-02-18 08:21:02,2024-03-03 08:21:02,expired,,False
305,2562,plus_trial,2024-02-03 03:19:01,2024-02-17 03:19:01,converted,,False
306,2562,plus_monthly,2024-12-13 03:19:01,,active,,True
307,2578,plus_trial,2024-01-30 13:09:39,2024-02-13 13:09:39,converted,,False
308,2578,plus_monthly,2024-12-09 13:09:39,,active,,True
309,2584,plus_trial,2024-01-27 21:47:37,2024-02-10 21:47:37,converted,,False
310,2584,plus_monthly,2024-12-06 21:47:37,,active,,True
311,2586,plus_trial,2024-02-04 04:12:06,2024-02-18 04:12:06,converted,,False
312,2586,plus_annual,2024-09-15 04:12:06,2024-09-27 04:12:06,cancelled,price,False
313,2588,plus_trial,2024-02-01 12:55:51,2024-02-15 12:55:51,converted,,False
314,2588,plus_monthly,2024-12-11 12:55:51,,active,,True
315,2590,plus_trial,2024-02-01 19:50:51,2024-02-15 19:50:51,converted,,False
316,2590,plus_monthly,2024-12-11 19:50:51,,active,,True
317,2593,plus_trial,2024-02-18 08:14:43,2024-03-03 08:14:43,expired,,False
318,2596,plus_trial,2024-02-21 23:31:21,2024-03-06 23:31:21,expired,,False
319,2599,plus_trial,2024-02-18 15:44:10,2024-03-03 15:44:10,expired,,False
320,2611,plus_trial,2024-02-09 02:29:26,2024-02-23 02:29:26,expired,,False
321,2623,plus_trial,2024-02-16 04:42:07,2024-03-01 04:42:07,expired,,False
322,2638,plus_trial,2024-02-11 10:04:10,2024-02-25 10:04:10,converted,,False
323,2638,plus_monthly,2024-03-26 10:04:10,2024-04-11 10:04:10,cancelled,other,False
324,2668,plus_trial,2024-02-20 07:38:07,2024-03-05 07:38:07,converted,,False
325,2668,plus_monthly,2024-04-04 07:38:07,2024-04-17 07:38:07,cancelled,not_using,False
326,2691,plus_trial,2024-02-13 06:55:56,2024-02-27 06:55:56,expired,,False
327,2705,plus_trial,2024-02-03 21:44:06,2024-02-17 21:44:06,converted,,False
328,2705,plus_monthly,2024-03-18 21:44:06,2024-03-19 21:44:06,cancelled,not_using,False
329,2716,plus_trial,2024-02-23 17:17:37,2024-03-08 17:17:37,expired,,False
330,2723,plus_trial,2024-01-29 15:44:58,2024-02-12 15:44:58,expired,,False
331,2761,plus_trial,2024-02-07 04:31:30,2024-02-21 04:31:30,expired,,False
332,2764,plus_trial,2024-02-12 07:05:21,2024-02-26 07:05:21,converted,,False
333,2764,plus_monthly,2024-12-22 07:05:21,,active,,True
334,2770,plus_trial,2024-02-11 05:21:14,2024-02-25 05:21:14,converted,,False
335,2770,plus_monthly,2024-09-22 05:21:14,2024-09-28 05:21:14,cancelled,other,False
336,2771,plus_trial,2024-02-03 01:59:22,2024-02-17 01:59:22,expired,,False
337,2773,plus_trial,2024-02-11 10:13:54,2024-02-25 10:13:54,converted,,False
338,2773,plus_monthly,2024-12-21 10:13:54,,active,,True
339,2778,plus_trial,2024-02-01 10:35:41,2024-02-15 10:35:41,expired,,False
340,2782,plus_trial,2024-01-29 18:16:28,2024-02-12 18:16:28,expired,,False
341,2789,plus_trial,2024-02-15 13:31:32,2024-02-29 13:31:32,converted,,False
342,2789,plus_monthly,2024-12-25 13:31:32,,active,,True
